,year,month,day,hotel,adr,stays_in_weekend_nights,stays_in_week_nights,revenuePerOrder
113,2015,07,1,Resort Hotel,83.74135126,0,1,83.74135126
114,2015,07,1,Resort Hotel,73.54228758,0,4,294.16915032
115,2015,07,1,Resort Hotel,72.88559313,0,1,72.88559313
116,2015,07,1,Resort Hotel,78.77840544,0,4,315.11362176
117,2015,07,1,Resort Hotel,54.41191458,0,4,217.64765832
118,2015,07,1,Resort Hotel,127.8021963,0,4,511.2087852
119,2015,07,1,Resort Hotel,-88.64280404,0,0,-0.0
120,2015,07,1,Resort Hotel,91.03955895,0,2,182.0791179
121,2015,07,1,Resort Hotel,58.28979693,2,5,408.02857851
124,2015,07,2,Resort Hotel,32.7413672,0,3,98.2241016
125,2015,07,2,Resort Hotel,117.3793977,0,3,352.13819309999997
126,2015,07,2,Resort Hotel,123.7728686,0,2,247.5457372
127,2015,07,2,Resort Hotel,107.5585706,0,2,215.1171412
128,2015,07,2,Resort Hotel,83.96246571,0,2,167.92493142
129,2015,07,2,Resort Hotel,118.43976470000001,0,1,118.43976470000001
130,2015,07,2,Resort Hotel,110.93272749999998,0,1,110.93272749999998
131,2015,07,2,Resort Hotel,140.45344790000001,0,1,140.45344790000001
132,2015,07,2,Resort Hotel,100.6892624,0,1,100.6892624
133,2015,07,2,Resort Hotel,138.8978077,0,1,138.8978077
134,2015,07,2,Resort Hotel,80.57265386,0,1,80.57265386
135,2015,07,2,Resort Hotel,110.37645649999999,4,10,1545.2703909999998
136,2015,07,2,Resort Hotel,36.84568715,3,8,405.30255865000004
164,2015,07,2,Resort Hotel,54.71670442,2,5,383.01693094
177,2015,07,2,Resort Hotel,99.14644934,2,5,694.02514538
179,2015,07,2,Resort Hotel,82.79989094,2,5,579.59923658
182,2015,07,2,City Hotel,60.77160731,0,3,182.31482193
186,2015,07,2,Resort Hotel,83.97657436,4,10,1175.67204104
187,2015,07,2,Resort Hotel,74.30566131,4,10,1040.27925834
189,2015,07,2,Resort Hotel,69.42725922,3,8,763.69985142
190,2015,07,2,Resort Hotel,63.17817539,2,5,442.24722773
191,2015,07,2,Resort Hotel,36.6459227,2,5,256.52145889999997
192,2015,07,2,Resort Hotel,53.95724055,2,5,377.70068385
193,2015,07,2,Resort Hotel,40.73059485,2,4,244.38356910000002
194,2015,07,2,Resort Hotel,31.00909397,2,4,186.05456382
198,2015,07,2,Resort Hotel,168.48587719999998,3,8,1853.3446491999998
199,2015,07,2,Resort Hotel,76.79160131,2,5,537.54120917
203,2015,07,2,Resort Hotel,86.8147783,1,3,347.2591132
204,2015,07,2,Resort Hotel,95.65966804,1,3,382.63867216
205,2015,07,2,Resort Hotel,128.721979,2,3,643.609895
208,2015,07,2,Resort Hotel,130.182951,2,3,650.914755
209,2015,07,2,Resort Hotel,73.7300441,2,3,368.6502205
210,2015,07,2,Resort Hotel,125.7706737,2,3,628.8533685
211,2015,07,2,Resort Hotel,83.17478444,2,5,582.22349108
213,2015,07,2,Resort Hotel,34.13642458,2,5,238.95497206000002
214,2015,07,2,Resort Hotel,41.60523734,2,4,249.63142404
215,2015,07,3,City Hotel,80.73840877,0,2,161.47681754
216,2015,07,3,Resort Hotel,84.40271750000001,0,2,168.80543500000002
217,2015,07,3,Resort Hotel,95.83970964,0,2,191.67941928
218,2015,07,3,Resort Hotel,144.4579786,0,2,288.9159572
219,2015,07,3,City Hotel,44.52026395,0,2,89.0405279
222,2015,07,3,City Hotel,82.70620372,0,2,165.41240744
223,2015,07,3,Resort Hotel,68.94456527,2,5,482.61195689
224,2015,07,3,Resort Hotel,31.16553689,2,5,218.15875823
225,2015,07,3,Resort Hotel,172.84176269999998,0,2,345.68352539999995
227,2015,07,3,Resort Hotel,125.9188215,2,4,755.512929
228,2015,07,3,City Hotel,53.58408805,2,5,375.08861635
229,2015,07,3,City Hotel,63.12001709,0,2,126.24003418
231,2015,07,3,City Hotel,56.33228685,0,2,112.6645737
232,2015,07,3,Resort Hotel,88.0881453,0,2,176.1762906
233,2015,07,3,Resort Hotel,104.85981059999999,0,2,209.71962119999998
235,2015,07,3,Resort Hotel,84.97066877,1,2,254.91200631
237,2015,07,3,Resort Hotel,89.17916728,0,1,89.17916728
239,2015,07,3,Resort Hotel,122.69335829999999,2,2,490.77343319999994
240,2015,07,3,Resort Hotel,117.64966470000002,2,2,470.59865880000007
241,2015,07,3,Resort Hotel,71.83258241,2,6,574.66065928
242,2015,07,3,Resort Hotel,21.30545261,2,7,191.74907349
244,2015,07,3,Resort Hotel,-2.323768948,3,7,-23.23768948
246,2015,07,3,Resort Hotel,114.6335321,3,7,1146.335321
247,2015,07,3,Resort Hotel,79.20851686,4,10,1108.91923604
248,2015,07,3,Resort Hotel,88.68780063,4,10,1241.62920882
250,2015,07,3,Resort Hotel,66.91733237,0,1,66.91733237
251,2015,07,3,City Hotel,88.83189691,0,2,177.66379382
252,2015,07,3,City Hotel,83.91820641,0,2,167.83641282
256,2015,07,3,City Hotel,89.01301312,0,2,178.02602624
257,2015,07,3,City Hotel,78.51065541,0,2,157.02131082
261,2015,07,3,Resort Hotel,127.4755737,0,1,127.4755737
263,2015,07,3,Resort Hotel,117.402934,0,1,117.402934
264,2015,07,3,Resort Hotel,88.72259329,2,5,621.0581530300001
265,2015,07,3,Resort Hotel,87.62557421,0,1,87.62557421
267,2015,07,3,Resort Hotel,87.33367352,2,5,611.33571464
268,2015,07,3,Resort Hotel,107.2949821,0,1,107.2949821
269,2015,07,3,Resort Hotel,162.05005880000002,2,5,1134.3504116000001
271,2015,07,4,Resort Hotel,156.44852350000002,0,1,156.44852350000002
291,2015,07,4,Resort Hotel,36.85433162,2,4,221.12598972
292,2015,07,4,Resort Hotel,105.50124879999998,2,5,738.5087415999999
293,2015,07,4,Resort Hotel,72.65407187,2,5,508.57850308999997
294,2015,07,4,Resort Hotel,32.15796338,2,5,225.10574365999997
295,2015,07,4,Resort Hotel,43.54348376,2,5,304.80438632
298,2015,07,4,Resort Hotel,73.29930076,4,6,732.9930075999999
299,2015,07,4,Resort Hotel,132.9352632,4,6,1329.352632
301,2015,07,4,Resort Hotel,68.93369404,0,1,68.93369404
302,2015,07,4,City Hotel,20.55053331,2,2,82.20213324
303,2015,07,4,City Hotel,49.77248031,2,2,199.08992124
304,2015,07,4,City Hotel,43.71053163,2,2,174.84212652
305,2015,07,4,City Hotel,57.94930916,2,2,231.79723664
306,2015,07,4,City Hotel,56.01829223,2,2,224.07316892
307,2015,07,4,City Hotel,81.6435192,2,2,326.5740768
308,2015,07,4,City Hotel,53.65288348,2,2,214.61153392
309,2015,07,4,City Hotel,49.90208764,2,2,199.60835056
310,2015,07,4,Resort Hotel,43.40515677,2,6,347.24125416
312,2015,07,4,Resort Hotel,34.42172107,2,6,275.37376856
313,2015,07,4,Resort Hotel,92.01012294,2,6,736.08098352
314,2015,07,4,Resort Hotel,90.3731645,2,6,722.985316
315,2015,07,4,Resort Hotel,46.369319,4,6,463.69318999999996
316,2015,07,4,Resort Hotel,77.4811318,2,5,542.3679226
318,2015,07,4,Resort Hotel,99.6127493,2,5,697.2892451
319,2015,07,4,Resort Hotel,101.3934107,2,6,811.1472856
320,2015,07,4,Resort Hotel,139.5548636,2,5,976.8840452000001
321,2015,07,4,Resort Hotel,68.13001869,4,11,1021.95028035
323,2015,07,4,Resort Hotel,42.68136854,4,6,426.8136854
324,2015,07,4,Resort Hotel,49.5191849,2,5,346.63429429999997
327,2015,07,4,Resort Hotel,63.22375636,1,1,126.44751272
330,2015,07,4,Resort Hotel,82.34185116,2,5,576.39295812
331,2015,07,4,Resort Hotel,88.94911032,2,4,533.69466192
332,2015,07,4,Resort Hotel,64.47093577,2,4,386.82561462
333,2015,07,4,Resort Hotel,144.6227944,1,1,289.2455888
334,2015,07,4,Resort Hotel,79.10886255,2,1,237.32658765
335,2015,07,4,Resort Hotel,48.05228635,0,1,48.05228635
336,2015,07,4,Resort Hotel,67.81867492,1,1,135.63734984
337,2015,07,4,Resort Hotel,120.87878700000002,1,1,241.75757400000003
338,2015,07,4,Resort Hotel,62.02670942,1,1,124.05341884
339,2015,07,4,Resort Hotel,122.9051628,2,3,614.525814
341,2015,07,4,Resort Hotel,-7.897349258999999,0,1,-7.897349258999999
351,2015,07,4,Resort Hotel,126.1219506,0,1,126.1219506
352,2015,07,4,Resort Hotel,117.140781,0,1,117.140781
354,2015,07,4,Resort Hotel,106.95230910000001,2,1,320.85692730000005
356,2015,07,4,City Hotel,75.84038498,2,2,303.36153992
360,2015,07,5,Resort Hotel,126.3164582,4,10,1768.4304148
362,2015,07,5,Resort Hotel,75.68830089,2,5,529.81810623
363,2015,07,5,Resort Hotel,149.2638877,2,5,1044.8472139
364,2015,07,5,Resort Hotel,99.12116968,2,2,396.48467872
367,2015,07,5,Resort Hotel,67.51300076,2,5,472.59100531999997
368,2015,07,5,Resort Hotel,14.96732966,2,5,104.77130762
369,2015,07,5,Resort Hotel,91.25491398,1,0,91.25491398
375,2015,07,5,Resort Hotel,110.59861940000002,2,3,552.993097
379,2015,07,5,Resort Hotel,72.84455014,2,3,364.2227507
380,2015,07,5,Resort Hotel,115.5809355,2,3,577.9046774999999
381,2015,07,5,Resort Hotel,61.11657203,2,4,366.69943218000003
383,2015,07,5,Resort Hotel,27.6269572,2,5,193.3887004
384,2015,07,5,Resort Hotel,57.41791139,4,7,631.59702529
385,2015,07,5,Resort Hotel,12.79367361,4,10,179.11143054000001
386,2015,07,5,Resort Hotel,89.71378094,1,0,89.71378094
387,2015,07,5,Resort Hotel,106.6467425,1,0,106.6467425
388,2015,07,5,Resort Hotel,120.9129373,2,1,362.7388119
389,2015,07,5,Resort Hotel,107.99469679999999,1,0,107.99469679999999
391,2015,07,5,Resort Hotel,174.1786247,1,0,174.1786247
392,2015,07,5,Resort Hotel,236.99063430000004,2,0,473.9812686000001
394,2015,07,5,Resort Hotel,103.0025507,2,0,206.0051014
395,2015,07,5,Resort Hotel,160.02289109999998,1,0,160.02289109999998
396,2015,07,5,Resort Hotel,137.9253592,4,6,1379.253592
397,2015,07,5,Resort Hotel,93.65082409,1,0,93.65082409
398,2015,07,5,Resort Hotel,60.66563884,4,6,606.6563884
399,2015,07,5,Resort Hotel,89.87711323,2,3,449.38556615000005
400,2015,07,5,Resort Hotel,96.37439787,2,3,481.87198935
401,2015,07,5,Resort Hotel,45.63442499,4,10,638.88194986
402,2015,07,5,Resort Hotel,42.6573057,4,10,597.2022798
403,2015,07,5,Resort Hotel,95.6494603,1,0,95.6494603
404,2015,07,5,Resort Hotel,182.9871325,4,5,1646.8841925
406,2015,07,5,Resort Hotel,95.27990269,4,7,1048.07892959
407,2015,07,5,Resort Hotel,76.14661612,2,5,533.0263128400001
408,2015,07,5,Resort Hotel,40.46294897,2,4,242.77769382
409,2015,07,5,Resort Hotel,142.3206882,4,7,1565.5275702000001
410,2015,07,5,Resort Hotel,71.43284965,2,2,285.7313986
411,2015,07,5,Resort Hotel,161.913943,2,4,971.4836579999999
412,2015,07,6,Resort Hotel,136.3683629,1,4,681.8418144999999
413,2015,07,6,Resort Hotel,111.78837240000001,1,3,447.15348960000006
415,2015,07,6,City Hotel,83.76092982,1,0,83.76092982
416,2015,07,6,Resort Hotel,42.21701358,2,5,295.51909506
417,2015,07,6,Resort Hotel,144.71228069999998,2,5,1012.9859648999999
418,2015,07,6,Resort Hotel,77.57227893,2,5,543.0059525099999
419,2015,07,6,Resort Hotel,94.52935528,2,5,661.70548696
421,2015,07,6,Resort Hotel,53.26150944,3,8,585.8766038399999
423,2015,07,6,Resort Hotel,117.49533400000001,1,3,469.98133600000006
430,2015,07,6,Resort Hotel,160.1665824,1,3,640.6663296
431,2015,07,6,Resort Hotel,100.57104749999999,3,7,1005.7104749999999
432,2015,07,6,Resort Hotel,79.63020499,1,3,318.52081996
453,2015,07,6,Resort Hotel,78.71247081,1,2,236.13741242999998
454,2015,07,6,Resort Hotel,19.129267600000002,1,4,95.64633800000001
455,2015,07,6,Resort Hotel,182.5743081,1,3,730.2972324
456,2015,07,6,Resort Hotel,89.26878764,1,3,357.07515056
458,2015,07,6,Resort Hotel,72.16619491,2,5,505.16336437
460,2015,07,6,Resort Hotel,64.98546205,2,5,454.89823434999994
461,2015,07,6,Resort Hotel,82.03331827,1,5,492.19990961999997
462,2015,07,6,Resort Hotel,103.93172,1,5,623.59032
463,2015,07,6,Resort Hotel,43.80319674,1,4,219.0159837
464,2015,07,6,Resort Hotel,109.479059,1,4,547.395295
465,2015,07,6,Resort Hotel,55.54492573,1,3,222.17970292
466,2015,07,6,Resort Hotel,62.93856181,1,3,251.75424724
467,2015,07,6,Resort Hotel,168.022917,2,5,1176.160419
469,2015,07,6,Resort Hotel,87.72001824,1,1,175.44003648
470,2015,07,6,Resort Hotel,99.1788717,1,1,198.3577434
471,2015,07,6,Resort Hotel,140.3237135,1,0,140.3237135
472,2015,07,6,Resort Hotel,0.0,0,0,0.0
473,2015,07,6,Resort Hotel,-18.27128481,0,0,-0.0
474,2015,07,6,Resort Hotel,102.03148829999999,1,3,408.12595319999997
475,2015,07,6,Resort Hotel,76.90266537,1,2,230.70799610999998
477,2015,07,6,Resort Hotel,158.8490891,1,4,794.2454455
478,2015,07,6,Resort Hotel,151.9753796,3,5,1215.8030368
480,2015,07,6,Resort Hotel,92.58385032,3,7,925.8385032
481,2015,07,6,Resort Hotel,14.17732014,3,7,141.7732014
482,2015,07,6,Resort Hotel,156.1973056,3,7,1561.9730559999998
483,2015,07,6,Resort Hotel,67.5438546,3,8,742.9824006
484,2015,07,6,Resort Hotel,86.74445367,4,10,1214.42235138
485,2015,07,6,Resort Hotel,29.5534299,2,5,206.8740093
486,2015,07,6,Resort Hotel,59.0344524,4,10,826.4823336
489,2015,07,7,City Hotel,67.34882607,0,2,134.69765214
495,2015,07,7,Resort Hotel,31.44135984,0,2,62.88271968
498,2015,07,7,Resort Hotel,81.44638707,2,8,814.4638707
501,2015,07,7,Resort Hotel,32.77528051,1,5,196.65168306
502,2015,07,7,Resort Hotel,106.22798780000001,0,3,318.68396340000004
504,2015,07,7,Resort Hotel,99.81457889,0,4,399.25831556
506,2015,07,7,Resort Hotel,62.62010201,2,7,563.58091809
507,2015,07,7,Resort Hotel,49.57749416,2,7,446.19744744
509,2015,07,7,Resort Hotel,32.36792073,2,5,226.57544511
510,2015,07,7,Resort Hotel,108.88134450000001,0,4,435.52537800000005
511,2015,07,7,Resort Hotel,61.06875263,0,4,244.27501052
514,2015,07,7,Resort Hotel,80.71212429,0,4,322.84849716
515,2015,07,7,Resort Hotel,122.52563,0,4,490.10252
516,2015,07,7,Resort Hotel,60.26825164,0,4,241.07300656
517,2015,07,7,Resort Hotel,-0.771233987,0,0,-0.0
518,2015,07,7,Resort Hotel,-1.059302808,0,0,-0.0
519,2015,07,7,Resort Hotel,179.8925456,0,4,719.5701824
520,2015,07,7,Resort Hotel,102.6814217,0,1,102.6814217
521,2015,07,7,Resort Hotel,116.23116999999999,0,4,464.92467999999997
522,2015,07,7,Resort Hotel,189.4498669,0,1,189.4498669
523,2015,07,7,Resort Hotel,143.113876,0,4,572.455504
524,2015,07,7,Resort Hotel,166.9497633,0,3,500.84928990000003
527,2015,07,7,City Hotel,38.71626442,2,8,387.16264420000005
532,2015,07,7,Resort Hotel,109.3015587,0,4,437.2062348
533,2015,07,7,Resort Hotel,72.32954346,4,10,1012.61360844
536,2015,07,7,Resort Hotel,80.46920843,2,9,885.1612927299999
538,2015,07,7,Resort Hotel,64.79083883,0,3,194.37251649
539,2015,07,7,Resort Hotel,65.60774951,2,5,459.25424657
540,2015,07,7,Resort Hotel,108.300724,0,1,108.300724
542,2015,07,8,Resort Hotel,50.43037133,2,5,353.01259931
543,2015,07,8,Resort Hotel,53.95926814,0,4,215.83707256
544,2015,07,8,Resort Hotel,32.29554532,1,4,161.4777266
545,2015,07,8,Resort Hotel,97.71375002,0,3,293.14125006
546,2015,07,8,Resort Hotel,78.18858342,2,6,625.50866736
547,2015,07,8,Resort Hotel,50.84582589,2,7,457.61243301
548,2015,07,8,Resort Hotel,88.43242552,4,10,1238.0539572799998
550,2015,07,8,City Hotel,27.69103261,0,2,55.38206522
553,2015,07,8,Resort Hotel,108.88700290000001,0,4,435.54801160000005
554,2015,07,8,Resort Hotel,76.18296961,0,3,228.54890883000002
559,2015,07,8,Resort Hotel,116.05042560000001,0,4,464.20170240000004
565,2015,07,8,City Hotel,43.03534361,0,2,86.07068722
566,2015,07,8,City Hotel,32.092556099999996,0,2,64.18511219999999
568,2015,07,8,City Hotel,43.13706068,0,2,86.27412136
570,2015,07,8,Resort Hotel,77.35543595,0,4,309.4217438
571,2015,07,8,Resort Hotel,50.21723276,2,7,451.95509484
572,2015,07,8,Resort Hotel,117.51956559999999,2,7,1057.6760904
573,2015,07,8,Resort Hotel,91.01871722,2,6,728.14973776
574,2015,07,8,Resort Hotel,142.2336421,2,5,995.6354947
575,2015,07,8,Resort Hotel,53.4446899,2,5,374.1128293
576,2015,07,8,Resort Hotel,108.69350109999999,2,5,760.8545076999999
577,2015,07,8,City Hotel,53.70245233,0,2,107.40490466
580,2015,07,8,Resort Hotel,95.28631868,0,2,190.57263736
583,2015,07,8,Resort Hotel,52.0,0,1,52.0
585,2015,07,8,Resort Hotel,62.2058706,2,4,373.2352236
586,2015,07,8,City Hotel,47.12306491,0,2,94.24612982
587,2015,07,8,Resort Hotel,112.41762620000002,0,4,449.67050480000006
588,2015,07,8,City Hotel,41.2219088,0,2,82.4438176
590,2015,07,8,City Hotel,59.15243595,0,2,118.3048719
591,2015,07,8,City Hotel,16.69876793,0,2,33.39753586
592,2015,07,8,City Hotel,68.94064615,1,4,344.70323075000005
594,2015,07,8,City Hotel,27.56496091,0,2,55.12992182
595,2015,07,8,City Hotel,50.47138566,0,2,100.94277132
598,2015,07,8,City Hotel,62.69084442,1,4,313.4542221
599,2015,07,8,City Hotel,28.56125854,0,2,57.12251708
600,2015,07,8,City Hotel,27.53223895,0,2,55.0644779
601,2015,07,8,City Hotel,5.307629525,0,2,10.61525905
602,2015,07,8,City Hotel,40.70291555,0,2,81.4058311
603,2015,07,8,City Hotel,12.14855304,0,2,24.29710608
604,2015,07,8,City Hotel,-49.56154516,0,2,-99.12309032
605,2015,07,8,City Hotel,34.25494698,0,2,68.50989396
606,2015,07,8,City Hotel,17.41209032,0,2,34.82418064
607,2015,07,8,City Hotel,-39.87154895,0,2,-79.7430979
608,2015,07,8,City Hotel,37.82871122,0,2,75.65742244
609,2015,07,8,City Hotel,80.91328319,0,2,161.82656638
612,2015,07,9,Resort Hotel,39.85584371,1,3,159.42337484
626,2015,07,9,Resort Hotel,160.0891902,0,3,480.2675706
627,2015,07,9,Resort Hotel,119.61964409999999,0,3,358.8589323
630,2015,07,9,Resort Hotel,76.79605755,0,1,76.79605755
639,2015,07,9,Resort Hotel,33.18668556,1,3,132.74674224
642,2015,07,9,Resort Hotel,80.14439978,0,3,240.43319934
643,2015,07,9,Resort Hotel,61.33644666,1,3,245.34578664
644,2015,07,9,Resort Hotel,57.79817815,1,3,231.1927126
647,2015,07,9,Resort Hotel,94.00897251,2,5,658.06280757
648,2015,07,9,Resort Hotel,83.05126917,2,5,581.35888419
649,2015,07,9,Resort Hotel,127.92754270000002,0,1,127.92754270000002
650,2015,07,9,Resort Hotel,73.63687309999999,0,1,73.63687309999999
651,2015,07,9,Resort Hotel,120.31741219999999,2,5,842.2218853999999
652,2015,07,9,Resort Hotel,65.82157484,2,5,460.75102388
654,2015,07,9,Resort Hotel,57.91093454,2,5,405.37654178
663,2015,07,9,Resort Hotel,42.09131392,1,3,168.36525568
669,2015,07,9,City Hotel,51.02248345,2,3,255.11241725000002
672,2015,07,9,Resort Hotel,116.5517125,0,1,116.5517125
673,2015,07,9,Resort Hotel,105.6325102,0,2,211.2650204
675,2015,07,9,Resort Hotel,92.70664153,2,5,648.94649071
676,2015,07,9,Resort Hotel,96.30741602,2,5,674.15191214
677,2015,07,9,Resort Hotel,59.76253011,2,5,418.33771077
678,2015,07,9,Resort Hotel,89.73887401,2,5,628.17211807
679,2015,07,9,Resort Hotel,62.32941328,2,3,311.64706639999997
680,2015,07,9,Resort Hotel,79.4560965,2,3,397.2804825
681,2015,07,9,Resort Hotel,86.42281402,2,5,604.95969814
684,2015,07,9,Resort Hotel,53.82516742,0,3,161.47550225999998
688,2015,07,9,Resort Hotel,83.40466667,1,3,333.61866668
689,2015,07,9,Resort Hotel,135.02304660000001,0,2,270.04609320000003
690,2015,07,10,Resort Hotel,138.99604680000002,2,6,1111.9683744000001
691,2015,07,10,Resort Hotel,117.1365872,2,5,819.9561104
692,2015,07,10,Resort Hotel,109.40301470000001,2,5,765.8211029000001
693,2015,07,10,Resort Hotel,129.4021268,2,5,905.8148875999999
694,2015,07,10,Resort Hotel,118.55624640000002,2,5,829.8937248000002
695,2015,07,10,Resort Hotel,85.18666594,2,5,596.30666158
696,2015,07,10,Resort Hotel,95.60432436,2,5,669.2302705200001
697,2015,07,10,Resort Hotel,117.9499831,2,4,707.6998986
698,2015,07,10,Resort Hotel,125.42904440000001,2,4,752.5742664
699,2015,07,10,Resort Hotel,92.66150889,0,2,185.32301778
700,2015,07,10,Resort Hotel,86.73486449,2,7,780.6137804100001
701,2015,07,10,Resort Hotel,118.02434740000001,2,5,826.1704318000001
702,2015,07,10,Resort Hotel,76.3711449,3,7,763.711449
704,2015,07,10,Resort Hotel,107.01694170000002,4,9,1391.2202421000002
705,2015,07,10,Resort Hotel,87.09749916,2,5,609.68249412
706,2015,07,10,Resort Hotel,100.638661,2,5,704.470627
707,2015,07,10,Resort Hotel,119.19330649999999,3,7,1191.933065
